,Átomo 0,Átomo 1,Átomo 2,Átomo 3,Átomo 4,Átomo 5,Átomo 6,Átomo 7,Átomo 8,Átomo 9,Átomo 10,Átomo 11,Átomo 12,Átomo 13,Átomo 14,Átomo 15,Átomo 16,Átomo 17,Átomo 18,Átomo 19,Átomo 20,Átomo 21,Átomo 22,Átomo 23,Átomo 24,Átomo 25,Átomo 26,Átomo 27,Átomo 28,Átomo 29,Átomo 30,Átomo 31,Átomo 32,Átomo 33,Átomo 34,Átomo 35,Átomo 36,Átomo 37,Átomo 38,Átomo 39
Día 143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8955,-0.1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5537,0.0,0.0
Día 145,-0.5015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7892,0.0,0.0,0.0,0.0,0.0,0.0,-0.5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 146,-0.6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2047,0.0,0.0,0.0,-1.4195,0.0,0.0,0.0,0.0
Día 147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0,0.0,0.0,-1.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1716,0.0,0.0,0.0,0.0,0.2666,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0653,0.0
Día 149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1219,0.0,0.0,1.1417,0.4935,0.0,0.0,0.0,0.0,-0.0092
Día 150,0.0,0.0,0.0,0.0,0.0,0.0,-0.5949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283,0.1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5331,0.0575,0.0,0.0,0.0,0.0,0.0
Día 151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.0,0.0,0.0,0.0,1.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0.0,0.0,0.0,0.0,0.0,0.0
Día 152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1234,0.0,0.0,0.1673,0.0,0.0,0.0
Día 153,0.0,0.0,0.8531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999,0.0,1.1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7304,0.0,0.0,0.0,0.0,0.0
Día 154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1651,-0.2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551,0.2935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5202,0.0,0.0,0.0,0.0,0.7277,0.0,0.0,0.0,0.0,0.0
Día 156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3081,0.0,0.0,1.0635,0.0,0.0,0.0,-0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1499,0.3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7897,0.0,0.0,1.672,0.0,0.0,0.1332,0.0,0.0,0.0
Día 158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2157,0.0,0.0,-0.5926,0.0,0.5984,0.0,0.0,0.0,0.0,0.1173,0.0,-0.163
Día 159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021,0.0,0.0,0.0,0.0,0.0,0.0
Día 160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2802,0.0,0.0,0.0,0.0,0.0,0.0
Día 161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361,0.0,0.0,0.0,0.0,1.6505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2491,0.0,0.0,0.0,0.0,0.0,0.0
Día 162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0606,0.0
Día 163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239,0.0,0.0
Día 164,0.0,0.0,0.0,-1.3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2424,0.0,0.0,0.0,0.0,0.0,0.0,-0.1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 165,-0.1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8442,0.0,0.0,0.0,0.0,0.0,0.0
Día 166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.504,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2405,0.0
Día 168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3463,0.0,0.0,0.0,0.0,0.0,0.0
Día 169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9026,1.7023,0.0,0.0,0.0,0.0,0.0
Día 170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023,0.0,0.0,1.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7474,0.0,0.0,0.0,0.0,0.0,0.0
Día 172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2626,0.4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5219,0.0,0.0,0.0,-0.9795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6071,0.0,0.0,0.6002,0.0,1.1639,0.0,0.0,0.0,0.0,0.0,0.0,0.8861,0.0,0.0,0.0,0.0,0.0,0.0
Día 175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.2184,0.0,1.2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0234,0.0,0.0
Día 176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8364,0.0,0.0
Día 177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835,0.0,0.0
Día 178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8044,0.0
Día 179,0.0,0.8491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0295,-1.0648,0.0,-0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3768,0.0,0.0,-0.0881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1801,0.0,-0.7184,0.0,0.0,0.0,1.9314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 183,-1.9679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0051,0.0,0.0,0.0,0.0,0.0,1.0359,0.0,0.0
Día 184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.622,0.0,0.0,0.0,0.0,0.0,0.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.029,0.0
Día 186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.499,0.1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2814,0.1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0,0.0,0.0,0.0,0.0,0.0
Día 187,-0.2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,0.0,0.0,0.0,0.7905,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571,0.0,0.0,0.0,0.0,0.0,0.0
Día 188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4503,0.0,0.0,0.0,0.0,-0.8636,0.0,0.0,0.0,0.0,0.0,2.7394,0.0,0.0,0.0,0.0,0.0,0.0
Día 189,0.0,0.0,0.0,-0.7024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489,0.0,0.0,0.0,0.0,0.0,0.0,-1.4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3475,0.0,0.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5363,0.0,0.0,0.3732,0.0,0.0
Día 191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3032,-0.4367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2444,-0.125,0.0,0.0,0.078,0.0,0.0,1.6779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2136,0.0,0.0
Día 193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4552,0.0,0.0,-0.2032,0.0,0.0,0.0,0.0,0.0,0.289,0.0,-0.2302
Día 194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2551,0.0,1.7658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.6009,2.4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392,0.0,0.0
Día 196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8311,0.0,0.0
Día 197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1287,0.0,0.0,0.0,0.0,0.0,0.0
Día 198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009,0.0,0.0,-0.3236,0.0,0.0,0.0,0.0,0.0,0.6464,0.0,0.0,0.0,0.0,2.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 199,-0.2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352,0.0
Día 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2878,0.0,-0.1608
Día 201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2431,0.0,0.0709,0.6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2749,0.0,0.0,0.0,0.0,1.0537,0.0,0.0,1.1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,1.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8122,0.0
Día 204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8107,0.0,0.0
Día 205,0.0,0.0,-0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2855,0.0
Día 206,0.0,0.0,-0.6438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986,0.0
Día 207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5032,0.0,0.0,0.0,0.0922,0.0,0.0,0.0,0.0,0.0718,0.0,-0.6189
Día 208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0297,1.2323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4052,2.7239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262,0.0,-0.2688
Día 210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0805,0.0,0.0,0.0,0.6148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6554,0.0
Día 211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0239,0.2296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4267,0.0,0.0,0.0,0.3243,0.0,0.0,0.0,0.0,0.0915,0.0,-0.0927
Día 212,-1.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561,-1.2382
Día 213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,-0.2197,-0.0365,0.0,0.0,2.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Día 214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0251,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
